Condition 1,Lot Config,Bsmt Full Bath,MS SubClass,Paved Drive,Wood Deck SF,Overall Cond,Yr Sold,Bedroom AbvGr,Half Bath,Garage Qual,Sale Condition,Full Bath,BsmtFin Type 1,Functional,Lot Area,Mas Vnr Area,Total Bsmt SF,Mas Vnr Type,Screen Porch,SalePrice
0,0,1.0,70,0,147,6,2009,3,0,2.0,0,2,2.0,10,6629,0.0,672.0,3.0,0,103600
2,0,1.0,50,2,0,3,2009,4,0,4.0,0,2,5.0,10,9780,0.0,585.0,3.0,0,63000
2,0,0.0,80,0,302,6,2009,3,0,2.0,0,2,1.0,13,12886,0.0,520.0,3.0,100,175000
1,1,1.0,20,0,0,6,2009,3,0,2.0,0,1,3.0,10,8816,0.0,1121.0,3.0,0,139000
2,0,0.0,60,0,243,5,2009,3,1,2.0,0,2,4.0,10,11184,92.0,918.0,1.0,0,172500
2,0,0.0,20,0,0,6,2009,3,1,2.0,1,1,2.0,10,11625,172.0,1052.0,1.0,0,113500
2,0,0.0,20,0,64,7,2009,3,0,2.0,0,1,1.0,10,7800,89.0,864.0,1.0,0,130000
2,2,0.0,85,0,0,5,2009,3,0,2.0,0,1,0.0,10,8014,23.0,456.0,1.0,0,149900
2,2,1.0,85,0,120,5,2009,2,0,2.0,0,1,0.0,10,7252,0.0,858.0,3.0,0,134900
2,0,1.0,85,0,0,6,2009,2,0,2.0,0,1,1.0,10,8740,0.0,840.0,3.0,0,137000
2,0,0.0,20,0,0,5,2009,3,0,2.0,0,1,4.0,10,11616,116.0,1092.0,1.0,0,139000
2,0,0.0,80,0,290,5,2009,4,0,2.0,0,2,5.0,10,15400,0.0,552.0,3.0,0,165000
2,0,0.0,80,0,0,5,2009,3,0,2.0,0,1,2.0,10,15312,54.0,1138.0,1.0,140,148000
2,0,0.0,80,0,131,5,2009,4,1,2.0,0,1,5.0,10,15584,366.0,825.0,1.0,0,165000
2,1,0.0,20,2,0,2,2009,2,0,5.0,0,1,0.0,13,9000,0.0,0.0,3.0,0,63900
2,0,1.0,50,0,120,5,2009,5,0,2.0,0,1,5.0,13,11250,0.0,1104.0,3.0,0,161500
2,0,2.0,20,0,0,8,2009,1,0,2.0,6,1,0.0,10,25095,0.0,1437.0,3.0,60,143000
2,0,0.0,20,0,0,6,2009,3,0,2.0,0,1,1.0,10,17140,0.0,1134.0,3.0,0,135000
2,0,0.0,30,0,158,5,2009,1,0,2.0,0,1,2.0,10,12342,0.0,861.0,3.0,0,82500
2,0,1.0,20,0,476,5,2009,2,0,2.0,0,1,4.0,10,10708,0.0,1617.0,3.0,142,190000
2,2,0.0,20,0,0,5,2009,4,0,2.0,0,2,0.0,13,13680,0.0,0.0,3.0,0,139600
2,2,0.0,20,0,0,5,2009,2,0,3.0,0,1,0.0,11,15635,0.0,0.0,3.0,110,122000
2,1,0.0,20,0,0,5,2009,3,0,2.0,0,1,5.0,10,9855,0.0,1436.0,3.0,0,127500
2,0,1.0,20,0,0,5,2009,2,0,2.0,0,1,3.0,10,9571,0.0,1073.0,3.0,0,121500
2,0,0.0,20,0,0,3,2009,3,0,2.0,1,1,5.0,11,9571,0.0,1276.0,3.0,0,60000
2,0,0.0,60,0,0,7,2009,3,1,2.0,0,1,2.0,10,9350,0.0,747.0,3.0,0,154400
2,0,1.0,30,2,0,6,2009,2,0,2.0,0,1,3.0,10,9340,0.0,672.0,3.0,0,113000
2,0,1.0,20,1,328,6,2009,3,0,2.0,0,1,2.0,10,7440,0.0,1089.0,3.0,0,125000
2,2,0.0,20,2,186,3,2009,3,0,2.0,0,1,0.0,10,11500,0.0,0.0,3.0,0,84000
2,0,1.0,120,0,0,5,2009,2,0,2.0,0,2,0.0,10,4235,149.0,1049.0,1.0,0,139500
2,0,0.0,50,0,0,4,2009,3,1,2.0,0,1,4.0,13,11409,0.0,768.0,3.0,160,131000
2,0,0.0,50,1,0,5,2009,2,0,2.0,0,1,3.0,10,9060,0.0,560.0,3.0,0,105000
0,0,1.0,70,1,120,5,2009,4,0,3.0,0,1,5.0,10,9084,0.0,755.0,3.0,0,108000
1,0,1.0,80,0,114,6,2009,1,1,2.0,0,1,0.0,10,10778,0.0,1054.0,3.0,0,162000
2,0,0.0,80,0,0,5,2009,2,1,2.0,0,1,3.0,13,19255,100.0,520.0,1.0,0,156500
2,0,1.0,50,0,349,8,2009,1,1,1.0,0,1,0.0,13,12327,0.0,1496.0,3.0,0,316600
2,2,0.0,20,0,84,7,2009,3,0,2.0,0,2,1.0,10,14684,234.0,2158.0,1.0,0,271900
2,0,1.0,60,0,234,5,2009,3,1,2.0,0,2,1.0,10,9317,137.0,740.0,1.0,0,213000
2,1,1.0,60,0,400,5,2009,3,1,2.0,0,2,0.0,10,10560,0.0,1079.0,3.0,0,239900
2,0,0.0,60,0,0,5,2009,3,1,2.0,0,2,0.0,10,9828,0.0,1128.0,3.0,0,239500
1,3,0.0,70,1,0,7,2009,4,0,2.0,0,1,0.0,11,26400,0.0,0.0,3.0,0,131000
2,0,0.0,90,0,0,5,2009,4,0,2.0,4,2,0.0,10,7018,0.0,0.0,3.0,0,118964
1,0,2.0,90,0,120,5,2009,2,2,2.0,4,0,0.0,10,7018,275.0,1086.0,4.0,0,153337
1,0,0.0,90,0,73,5,2009,6,0,2.0,4,2,0.0,10,7018,0.0,0.0,3.0,0,147983
2,0,0.0,90,0,0,5,2009,4,0,2.0,4,2,0.0,10,7018,0.0,0.0,3.0,0,118858
2,0,0.0,90,0,0,5,2009,4,0,2.0,4,2,0.0,10,7018,0.0,0.0,3.0,0,118858
1,0,0.0,90,0,154,5,2009,6,0,2.0,4,2,0.0,10,7018,0.0,0.0,3.0,0,142953
1,0,2.0,90,0,120,5,2009,2,2,2.0,4,0,0.0,10,7040,216.0,1094.0,1.0,0,148325
2,0,0.0,90,0,0,5,2009,4,0,2.0,4,2,0.0,10,7007,0.0,0.0,3.0,0,113722
2,0,2.0,90,0,312,5,2009,6,2,2.0,0,4,0.0,10,11855,23.0,1168.0,1.0,0,269500
1,0,2.0,90,0,312,5,2009,6,2,2.0,0,4,0.0,10,7939,23.0,1168.0,1.0,0,269500
1,0,2.0,90,0,312,5,2009,6,2,2.0,0,4,0.0,10,7976,23.0,1168.0,1.0,0,269500
2,0,1.0,20,0,185,5,2009,1,1,2.0,6,1,0.0,10,10933,242.0,1555.0,4.0,0,323262
2,0,1.0,20,0,208,5,2009,3,0,2.0,0,2,0.0,10,10637,336.0,1705.0,4.0,0,297000
2,0,1.0,20,0,172,5,2009,3,0,2.0,0,2,5.0,10,10226,270.0,1622.0,4.0,0,295493
2,0,1.0,20,0,208,5,2009,3,0,2.0,0,2,0.0,10,10816,364.0,1720.0,4.0,0,332000
2,0,0.0,20,0,192,5,2009,3,0,2.0,0,2,5.0,10,9178,0.0,1468.0,3.0,0,239900
2,0,0.0,60,0,144,5,2009,3,1,2.0,0,2,0.0,10,10769,0.0,866.0,3.0,0,212000
2,0,1.0,20,0,154,5,2009,3,0,2.0,0,2,0.0,10,11422,352.0,1838.0,4.0,0,272500
2,1,0.0,20,0,288,5,2009,2,0,2.0,0,2,5.0,10,11923,0.0,1800.0,3.0,0,239000
2,0,1.0,20,0,123,5,2009,3,1,2.0,1,2,0.0,10,8814,180.0,1604.0,4.0,0,220000
2,0,1.0,20,0,168,5,2009,2,0,2.0,0,2,0.0,10,6762,0.0,1282.0,3.0,0,200000
2,1,1.0,20,0,168,5,2009,2,0,2.0,0,2,0.0,10,10324,140.0,1254.0,1.0,0,221800
2,0,1.0,20,0,132,5,2009,2,0,2.0,0,2,0.0,10,7314,82.0,1232.0,4.0,0,194500
2,0,0.0,20,0,144,5,2009,3,0,2.0,0,2,0.0,10,11645,76.0,1498.0,4.0,0,237000
2,0,0.0,60,0,36,5,2009,3,1,2.0,0,2,5.0,10,11646,0.0,704.0,3.0,0,173000
2,0,1.0,80,0,80,5,2009,2,0,2.0,0,2,0.0,10,12800,145.0,1518.0,1.0,396,275000
2,2,1.0,60,0,150,5,2009,3,1,2.0,0,2,0.0,10,16698,0.0,1449.0,3.0,0,233500
2,2,0.0,60,0,486,5,2009,3,1,2.0,1,2,4.0,13,28698,0.0,1013.0,3.0,225,185000
2,1,1.0,20,0,168,5,2009,3,0,2.0,0,1,0.0,10,12464,0.0,1040.0,3.0,0,152000
2,0,1.0,20,0,66,7,2009,3,0,2.0,0,1,1.0,10,9757,0.0,990.0,3.0,92,143000
2,0,1.0,60,0,276,5,2009,3,1,2.0,0,2,0.0,10,15426,0.0,928.0,3.0,0,231500
5,2,1.0,60,0,158,6,2009,3,1,2.0,0,2,0.0,10,10667,0.0,799.0,3.0,0,212000
5,0,1.0,20,0,0,5,2009,3,0,2.0,0,2,0.0,10,14753,0.0,1463.0,3.0,0,207000
2,1,0.0,20,0,392,5,2009,3,1,2.0,0,1,5.0,10,10859,0.0,1097.0,3.0,0,145000
2,0,1.0,20,0,0,5,2009,3,0,2.0,0,1,1.0,10,8072,0.0,990.0,3.0,0,138000
2,1,0.0,60,0,198,5,2009,3,1,2.0,0,2,5.0,10,10400,0.0,866.0,3.0,0,197900
2,0,1.0,20,0,144,5,2009,3,0,2.0,0,2,0.0,10,10335,183.0,1490.0,1.0,0,204000
2,0,1.0,20,0,0,5,2009,3,0,2.0,0,2,0.0,10,9017,0.0,1431.0,3.0,0,192000
2,0,1.0,60,0,150,5,2009,3,1,2.0,0,2,0.0,10,8750,120.0,928.0,1.0,0,200000
2,0,0.0,60,0,144,5,2009,3,1,2.0,0,2,5.0,10,8935,95.0,831.0,1.0,0,195000
2,0,1.0,20,0,0,5,2009,3,0,2.0,0,2,0.0,10,9808,110.0,1573.0,1.0,0,227000
2,0,1.0,60,0,0,5,2009,3,1,2.0,0,2,0.0,10,12420,0.0,944.0,3.0,0,230000
2,0,0.0,20,0,0,5,2009,3,0,2.0,0,2,5.0,10,16285,0.0,1413.0,3.0,0,187100
2,0,1.0,20,0,144,5,2009,3,0,2.0,0,2,0.0,10,10739,68.0,1431.0,1.0,0,203000
2,0,0.0,20,0,0,5,2009,3,0,2.0,5,2,0.0,10,11166,180.0,1492.0,1.0,168,201000
2,0,0.0,20,0,0,5,2009,3,0,5.0,0,2,3.0,10,8430,136.0,1040.0,1.0,0,124000
2,2,0.0,20,0,72,5,2009,3,0,2.0,0,1,0.0,10,16269,76.0,907.0,1.0,0,140000
2,0,1.0,20,0,0,7,2009,2,0,2.0,0,1,1.0,10,6950,40.0,914.0,1.0,0,134900
2,0,0.0,20,0,0,7,2009,3,0,2.0,0,2,4.0,10,8800,0.0,1040.0,3.0,288,150500
2,2,1.0,20,0,0,8,2009,3,0,2.0,0,1,1.0,10,7000,90.0,864.0,1.0,0,136500
2,2,0.0,20,0,173,7,2009,3,1,2.0,0,1,1.0,10,9286,0.0,1268.0,3.0,0,143500
2,2,1.0,20,0,0,6,2009,3,0,2.0,0,1,2.0,10,15523,0.0,864.0,3.0,0,133500
2,0,0.0,20,0,215,5,2009,2,0,2.0,0,1,3.0,10,7200,0.0,894.0,3.0,0,123000
2,0,0.0,85,0,192,8,2009,2,0,2.0,0,1,0.0,10,7200,0.0,768.0,3.0,0,133900
2,1,1.0,85,0,58,7,2009,2,0,2.0,0,1,0.0,10,8445,0.0,768.0,3.0,0,133000
2,1,1.0,20,0,262,5,2009,3,0,2.0,0,2,0.0,10,11664,0.0,1569.0,3.0,0,250000
2,0,0.0,60,0,192,5,2009,4,1,2.0,0,2,5.0,10,12334,198.0,1068.0,1.0,0,254750
2,0,0.0,20,0,202,5,2009,3,0,2.0,0,2,5.0,10,11838,0.0,1753.0,3.0,0,236500
2,0,1.0,60,0,160,5,2009,3,1,2.0,0,2,0.0,10,11885,108.0,1299.0,1.0,0,261500
5,0,1.0,60,0,253,5,2009,3,1,2.0,0,2,0.0,10,11050,204.0,1440.0,1.0,0,313000
2,0,0.0,60,0,0,5,2009,3,1,2.0,0,2,5.0,10,8749,0.0,840.0,3.0,0,198500
2,1,0.0,60,0,256,5,2009,3,1,2.0,0,2,5.0,10,11250,0.0,944.0,3.0,0,211000
1,4,1.0,20,0,135,5,2009,2,0,2.0,0,2,0.0,10,15750,260.0,1462.0,1.0,0,220000
2,0,1.0,20,0,115,5,2009,3,0,2.0,0,2,0.0,10,11883,196.0,1504.0,1.0,0,203000
2,0,1.0,20,0,194,5,2009,3,0,2.0,0,2,0.0,10,12782,164.0,1822.0,1.0,0,279500
2,0,1.0,20,0,60,5,2009,3,0,2.0,0,2,0.0,10,8750,209.0,1417.0,1.0,117,210000
2,0,1.0,60,0,576,5,2009,3,1,2.0,0,2,0.0,10,9375,573.0,1057.0,1.0,0,219500
2,0,0.0,60,0,0,5,2009,2,1,2.0,0,2,5.0,10,8750,0.0,880.0,3.0,0,191000
2,0,0.0,20,0,356,5,2009,3,0,2.0,0,2,5.0,10,9100,0.0,1212.0,3.0,0,178000
2,0,0.0,20,0,74,5,2009,3,0,2.0,0,2,5.0,10,9750,171.0,1630.0,1.0,0,213000
2,0,1.0,120,0,140,5,2009,1,0,2.0,0,1,0.0,10,4435,170.0,848.0,1.0,0,144000
2,0,1.0,120,0,140,5,2009,1,0,2.0,0,1,0.0,10,4435,170.0,848.0,1.0,0,140000
2,0,1.0,20,0,0,5,2009,3,0,2.0,0,2,0.0,10,10200,180.0,1578.0,1.0,195,293200
2,0,0.0,60,0,187,5,2009,3,1,2.0,0,2,5.0,10,9313,0.0,864.0,3.0,0,190000
2,3,0.0,20,0,192,5,2009,3,0,2.0,0,2,0.0,10,8487,210.0,1500.0,1.0,0,190000
2,3,1.0,60,0,100,5,2009,3,1,2.0,0,2,0.0,10,8633,0.0,738.0,3.0,0,173500
2,1,0.0,60,0,100,5,2009,3,1,2.0,0,2,5.0,10,11069,0.0,608.0,3.0,0,170000
1,0,0.0,20,2,0,5,2009,2,0,2.0,0,2,0.0,10,8777,0.0,0.0,3.0,0,108000
2,1,1.0,20,0,0,7,2009,3,0,2.0,0,1,2.0,10,9937,0.0,1486.0,3.0,0,167000
2,0,1.0,20,0,0,6,2009,2,0,3.0,0,1,1.0,10,8877,0.0,816.0,3.0,0,100000
2,1,0.0,85,0,0,5,2009,4,0,2.0,0,3,0.0,10,7301,500.0,0.0,1.0,0,198500
2,1,0.0,60,0,252,6,2009,3,1,2.0,0,1,2.0,10,7950,140.0,690.0,1.0,0,159500
2,0,1.0,20,0,0,6,2009,3,0,2.0,0,1,0.0,12,10682,0.0,1014.0,3.0,0,127000
2,0,1.0,80,0,296,6,2009,3,0,2.0,1,1,1.0,10,7200,255.0,1041.0,1.0,0,125000
2,0,1.0,20,0,327,5,2009,3,0,2.0,0,2,0.0,10,13286,340.0,1698.0,4.0,0,320000
2,0,1.0,180,0,0,5,2009,2,0,2.0,0,1,0.0,10,3675,80.0,547.0,1.0,0,145500
2,0,0.0,20,0,0,9,2009,2,0,5.0,0,1,5.0,10,9405,0.0,698.0,3.0,0,118000
2,0,0.0,20,0,0,5,2009,3,0,2.0,0,1,4.0,10,6410,0.0,876.0,3.0,0,85000
2,0,1.0,20,0,0,5,2009,3,0,2.0,0,1,3.0,12,11767,0.0,1078.0,3.0,0,120000
2,0,0.0,50,2,92,3,2009,4,0,2.0,0,2,0.0,11,8405,0.0,0.0,3.0,0,98000
1,1,0.0,30,0,0,8,2009,2,0,5.0,0,1,5.0,10,4060,0.0,864.0,3.0,0,99900
2,1,0.0,20,0,0,3,2009,2,0,2.0,0,1,0.0,12,10206,0.0,0.0,3.0,0,82000
2,0,0.0,90,0,0,5,2009,6,0,5.0,0,2,5.0,10,10926,74.0,1678.0,1.0,0,119900
2,0,0.0,20,0,0,5,2009,2,0,2.0,0,1,3.0,12,11767,259.0,1150.0,1.0,0,103500
2,1,0.0,20,0,64,3,2009,3,0,2.0,1,1,5.0,10,8926,0.0,672.0,3.0,160,112000
2,1,0.0,50,0,0,8,2009,3,0,2.0,0,1,5.0,10,12354,0.0,684.0,3.0,0,110000
2,0,0.0,50,0,84,6,2009,3,0,2.0,0,1,3.0,10,8212,0.0,720.0,3.0,0,122000
2,0,0.0,50,0,0,5,2009,3,0,2.0,0,2,4.0,13,10998,0.0,984.0,3.0,0,117000
2,1,0.0,50,0,0,4,2009,3,1,2.0,1,1,4.0,10,6300,88.0,832.0,1.0,0,160000
2,0,0.0,50,0,0,5,2009,3,0,2.0,1,1,3.0,10,4500,0.0,793.0,3.0,0,159434
2,0,0.0,30,2,0,5,2009,1,0,2.0,0,1,3.0,10,8400,0.0,290.0,3.0,0,60000
2,0,0.0,50,0,335,7,2009,3,0,2.0,0,2,5.0,10,9900,0.0,778.0,3.0,0,139500
2,1,1.0,75,0,136,3,2009,5,1,2.0,0,2,0.0,10,15863,0.0,824.0,3.0,0,197000
1,0,0.0,70,0,329,6,2009,3,1,3.0,0,1,5.0,10,5707,0.0,583.0,3.0,0,105000
2,0,1.0,50,0,431,3,2009,4,0,2.0,0,2,2.0,13,7804,0.0,1122.0,3.0,0,135000
2,0,0.0,30,0,0,8,2009,3,0,2.0,0,1,5.0,10,8574,0.0,816.0,3.0,0,147500
2,0,0.0,50,0,147,6,2009,3,1,3.0,0,2,2.0,10,6171,0.0,976.0,3.0,0,137450
1,0,1.0,70,0,256,9,2009,3,0,2.0,0,1,1.0,10,7200,0.0,560.0,3.0,0,155000
2,0,0.0,50,0,0,6,2009,3,1,3.0,0,1,5.0,10,7558,0.0,896.0,3.0,0,177000
2,0,0.0,50,0,0,7,2009,3,0,2.0,0,2,5.0,10,6292,0.0,861.0,3.0,0,145000
2,0,0.0,70,0,0,8,2009,3,0,3.0,0,1,5.0,10,7155,0.0,600.0,3.0,195,137000
2,0,0.0,70,0,0,9,2009,3,1,2.0,0,1,5.0,10,10918,0.0,1276.0,3.0,145,234000
2,0,1.0,50,0,0,6,2009,2,1,2.0,0,1,1.0,13,13680,0.0,840.0,3.0,0,205000
2,0,0.0,70,1,0,7,2009,3,0,2.0,0,1,2.0,10,7500,0.0,771.0,3.0,224,177500
2,0,1.0,50,0,0,7,2009,2,1,2.0,0,1,3.0,13,9600,0.0,728.0,3.0,0,160000
2,0,0.0,20,0,483,4,2009,2,0,2.0,0,1,3.0,10,14680,0.0,1273.0,3.0,115,155000
2,0,1.0,30,0,0,7,2009,2,0,2.0,0,1,1.0,10,13360,0.0,876.0,3.0,0,163500
2,3,0.0,50,0,192,6,2009,3,1,3.0,0,1,5.0,10,7681,0.0,731.0,3.0,0,154900
2,1,0.0,90,0,0,6,2009,5,1,2.0,0,2,4.0,10,8145,0.0,920.0,3.0,0,205000
1,0,1.0,20,0,0,6,2009,2,0,2.0,5,1,3.0,10,9100,0.0,1112.0,3.0,0,144800
2,0,0.0,70,0,0,7,2009,3,1,2.0,0,1,3.0,10,12000,0.0,704.0,3.0,0,174500
2,0,1.0,20,0,0,6,2009,3,0,2.0,0,2,4.0,10,13339,132.0,1561.0,4.0,120,193000
2,0,1.0,50,0,0,7,2009,3,0,2.0,0,2,2.0,15,15600,0.0,1067.0,3.0,0,158000
2,0,0.0,20,0,0,8,2009,3,0,2.0,5,1,5.0,10,14000,0.0,1092.0,3.0,0,158500
6,1,1.0,20,0,0,5,2009,3,1,2.0,0,1,4.0,10,17500,420.0,1310.0,4.0,0,224000
2,0,0.0,160,0,279,6,2009,2,0,2.0,0,1,5.0,10,1733,0.0,516.0,3.0,0,115000
2,0,1.0,160,0,176,6,2009,2,1,2.0,0,1,1.0,10,1488,0.0,561.0,3.0,0,137000
2,0,0.0,160,0,154,6,2009,2,1,2.0,0,1,5.0,10,1612,0.0,561.0,3.0,0,121000
2,0,0.0,160,0,150,6,2009,2,1,2.0,0,1,1.0,10,1300,0.0,561.0,3.0,0,124000
2,0,1.0,80,0,400,6,2009,3,1,2.0,0,2,1.0,10,13607,242.0,572.0,1.0,0,208000
2,0,1.0,20,0,200,9,2009,3,0,2.0,0,2,0.0,12,17597,0.0,1803.0,3.0,0,315000
2,1,1.0,20,0,292,9,2009,3,0,2.0,0,2,0.0,10,21695,260.0,880.0,1.0,0,222000
2,0,0.0,70,0,0,7,2009,3,0,2.0,0,1,3.0,10,10690,0.0,672.0,3.0,0,147000
2,0,0.0,70,0,467,6,2009,5,0,2.0,0,2,5.0,10,8660,0.0,760.0,3.0,0,123000
2,1,0.0,70,2,0,5,2009,3,0,3.0,0,1,5.0,10,6402,0.0,596.0,3.0,0,78000
1,1,0.0,50,2,0,2,2009,2,0,5.0,1,1,5.0,10,8470,0.0,1013.0,3.0,0,85000
2,0,0.0,30,2,0,6,2009,2,0,2.0,0,1,5.0,10,10200,0.0,572.0,3.0,0,75000
2,0,1.0,120,0,162,5,2009,2,0,2.0,6,2,0.0,10,3843,174.0,1596.0,4.0,0,230000
2,0,0.0,30,2,119,4,2009,1,0,2.0,0,1,0.0,12,21780,0.0,0.0,3.0,0,57625
2,0,0.0,60,0,210,5,2009,3,1,2.0,0,2,1.0,10,10125,0.0,1107.0,3.0,0,251000
2,2,1.0,50,0,168,5,2009,1,1,2.0,1,1,0.0,10,12822,0.0,1434.0,3.0,198,239686
2,2,0.0,20,0,100,5,2009,3,0,2.0,0,2,5.0,10,12118,108.0,1710.0,4.0,180,240000
2,2,1.0,60,0,125,5,2009,3,1,2.0,0,2,1.0,10,12209,0.0,804.0,3.0,0,215000
2,0,1.0,85,0,319,6,2009,2,0,2.0,0,1,1.0,10,9750,0.0,902.0,3.0,0,156450
2,0,1.0,85,0,302,7,2009,2,1,2.0,0,1,0.0,10,9360,0.0,957.0,3.0,120,173000
2,0,0.0,90,0,0,5,2009,4,0,2.0,0,2,0.0,10,10125,0.0,0.0,3.0,0,126000
2,2,1.0,80,0,168,5,2009,3,0,2.0,0,2,0.0,10,9947,0.0,1188.0,3.0,0,173000
2,0,1.0,20,0,0,5,2009,2,0,2.0,1,2,2.0,10,11070,0.0,1582.0,3.0,0,152000
2,2,0.0,20,0,0,6,2009,3,0,2.0,1,1,0.0,10,14375,541.0,819.0,1.0,233,137500
2,0,2.0,20,0,0,5,2009,3,0,2.0,0,2,1.0,10,215245,0.0,2136.0,3.0,0,375000
2,0,1.0,20,0,228,5,2009,2,0,2.0,0,2,0.0,10,12898,70.0,1620.0,4.0,0,315500
2,1,0.0,60,0,208,5,2009,3,1,2.0,6,2,5.0,10,13159,0.0,846.0,3.0,0,224500
2,1,1.0,20,0,90,5,2009,3,0,2.0,0,2,0.0,10,13438,246.0,2190.0,4.0,0,410000
2,1,1.0,20,0,0,5,2009,3,0,2.0,0,2,0.0,10,14463,406.0,1641.0,1.0,0,316500
2,0,0.0,20,0,100,5,2009,3,0,2.0,0,2,0.0,10,8925,0.0,1466.0,3.0,0,201000
2,1,1.0,20,0,0,5,2009,3,0,2.0,0,2,0.0,10,11457,0.0,1392.0,3.0,0,175000
2,2,0.0,60,0,305,8,2009,3,1,2.0,0,2,1.0,10,9839,0.0,712.0,3.0,0,204000
2,1,2.0,80,0,224,5,2009,3,1,2.0,0,2,0.0,12,14419,310.0,1645.0,1.0,0,213500
2,0,1.0,20,0,192,5,2009,2,0,2.0,0,2,0.0,10,6853,136.0,1267.0,1.0,0,220000
2,1,0.0,60,0,124,5,2009,3,1,2.0,1,2,5.0,10,9157,0.0,912.0,3.0,0,170000
2,0,1.0,20,0,270,5,2009,2,0,2.0,0,2,0.0,10,14601,584.0,1838.0,1.0,0,315000
2,0,1.0,20,0,308,5,2009,2,0,2.0,0,2,0.0,10,12633,290.0,1978.0,4.0,0,425000
2,0,0.0,20,0,144,7,2009,3,0,2.0,0,1,1.0,10,12518,182.0,1008.0,1.0,0,139500
2,0,0.0,20,0,0,4,2009,3,0,2.0,0,1,0.0,12,21750,75.0,0.0,1.0,0,115000
2,3,1.0,120,0,0,5,2009,2,0,2.0,0,2,0.0,10,4500,320.0,1204.0,1.0,0,162000
2,3,1.0,120,0,0,5,2009,2,0,2.0,0,2,0.0,10,4500,425.0,1224.0,1.0,0,165000
2,0,1.0,180,0,120,5,2009,2,0,2.0,0,1,0.0,10,1596,0.0,462.0,3.0,0,91000
2,0,1.0,20,0,33,6,2009,3,0,2.0,0,1,2.0,10,9858,0.0,864.0,3.0,0,130000
2,0,1.0,180,0,0,8,2009,1,0,2.0,0,1,0.0,10,1526,0.0,630.0,3.0,0,86000
2,0,0.0,20,0,0,5,2009,3,0,2.0,0,2,2.0,10,13383,176.0,1188.0,1.0,0,160000
2,0,1.0,180,0,0,4,2009,1,0,2.0,0,1,0.0,10,1477,0.0,630.0,3.0,0,80000
2,0,0.0,160,0,0,6,2009,3,1,5.0,0,1,5.0,10,1533,0.0,546.0,3.0,0,97000
2,0,0.0,160,0,238,4,2009,3,1,2.0,0,1,2.0,10,2217,0.0,546.0,3.0,0,88000
2,0,0.0,85,0,138,8,2009,2,0,2.0,0,1,0.0,10,7689,0.0,796.0,3.0,0,131900
2,0,0.0,80,0,280,5,2009,2,0,2.0,0,1,3.0,10,7706,0.0,384.0,3.0,0,131250
2,1,1.0,85,0,303,6,2009,1,0,2.0,0,1,0.0,10,9101,104.0,1097.0,1.0,0,165500
2,1,1.0,20,0,0,5,2009,3,0,5.0,0,1,1.0,10,8780,0.0,833.0,3.0,0,112000
2,0,1.0,85,0,100,6,2009,2,0,2.0,0,1,0.0,10,7669,0.0,828.0,3.0,0,149000
2,0,1.0,50,0,40,5,2009,1,1,2.0,0,1,0.0,10,14115,0.0,796.0,3.0,0,143000
2,0,0.0,60,0,150,5,2009,3,1,2.0,0,1,1.0,10,10429,0.0,624.0,3.0,0,130000
2,0,1.0,20,0,264,5,2009,2,0,2.0,0,2,1.0,10,9819,0.0,1567.0,3.0,0,196000
2,0,0.0,60,0,0,7,2009,4,1,2.0,0,1,2.0,10,10457,178.0,784.0,1.0,0,173000
2,1,1.0,20,0,0,8,2008,3,0,2.0,0,1,1.0,12,11029,0.0,1184.0,3.0,190,176500
2,1,0.0,20,0,0,7,2008,4,1,2.0,0,2,2.0,10,12925,0.0,1205.0,3.0,0,237500
2,0,0.0,60,0,280,5,2008,4,1,2.0,0,2,1.0,10,11075,0.0,952.0,3.0,0,206900
2,0,0.0,60,0,0,5,2008,3,1,2.0,0,2,2.0,10,8702,0.0,926.0,3.0,0,187500
2,0,0.0,60,0,192,5,2008,3,1,2.0,0,2,1.0,10,8139,119.0,680.0,1.0,0,165000
2,0,0.0,60,0,100,5,2008,3,1,2.0,0,2,0.0,10,9535,0.0,926.0,3.0,0,195500
2,0,1.0,60,0,100,5,2008,3,1,2.0,0,2,0.0,10,9042,0.0,943.0,3.0,0,192000
2,1,0.0,60,0,168,5,2008,3,1,2.0,0,2,3.0,10,15038,0.0,916.0,3.0,0,173000
2,0,1.0,20,0,0,5,2008,3,0,2.0,0,2,0.0,10,14137,0.0,1348.0,3.0,0,177900
2,3,0.0,60,0,264,5,2008,3,1,2.0,0,2,0.0,10,21872,0.0,729.0,3.0,0,175000
2,0,1.0,120,0,0,5,2008,0,1,2.0,0,1,0.0,10,4923,0.0,1593.0,3.0,224,286000
2,1,1.0,120,0,0,5,2008,1,1,2.0,0,1,0.0,12,6264,0.0,1664.0,3.0,0,247900
2,0,1.0,120,0,96,5,2008,2,0,2.0,0,2,0.0,10,5395,0.0,1337.0,3.0,0,180000
2,0,0.0,120,0,0,5,2008,2,0,2.0,0,2,5.0,10,5070,0.0,1280.0,3.0,144,180000
2,1,0.0,60,0,0,5,2008,3,1,2.0,0,2,5.0,10,10839,0.0,926.0,3.0,0,181000
2,1,0.0,60,0,0,5,2008,3,1,2.0,5,2,5.0,10,11184,0.0,932.0,3.0,0,183000
2,0,1.0,60,0,224,5,2008,3,1,2.0,0,2,0.0,10,8000,0.0,773.0,3.0,0,188000
